"Travel motives";"Population";"Travel modes";"Margins";"Region characteristics";"Periods";"Average per person per day/Trips (number)";"Average per person per day/Distance travelled                       (passenger kilometres )";"Average per person per year/Trips (number)";"Average per person per year/Distance travelled    (passenger kilometres )"
"Services/care";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2018";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2018";"    0.01";"    0.01";"       3";"       4"
"Services/care";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2019";"    0.01";"    0.01";"       3";"       3"
"Services/care";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2020";"    0.01";"    0.01";"       3";"       4"
"Services/care";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2021";"    0.01";"    0.01";"       4";"       5"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2018";"    0.01";"    0.02";"       4";"       8"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2019";"    0.01";"    0.02";"       5";"       6"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2020";"    0.01";"    0.02";"       4";"       6"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2021";"    0.02";"    0.02";"       6";"       7"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2018";"    0.01";"    0.01";"       3";"       4"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2019";"    0.01";"    0.01";"       3";"       3"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2020";"    0.01";"    0.01";"       4";"       4"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2021";"    0.01";"    0.01";"       4";"       5"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2018";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2019";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2021";"    0.01";"    0.01";"       3";"       3"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2018";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2019";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2020";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2021";"    0.01";"    0.01";"       3";"       3"
"Services/care";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2018";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Services/care";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"The Netherlands";"2018";"    0.59";"    3.23";"     215";"    1180"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"The Netherlands";"2019";"    0.57";"    3.26";"     207";"    1192"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"The Netherlands";"2020";"    0.58";"    2.61";"     212";"     954"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"The Netherlands";"2021";"    0.59";"    2.71";"     215";"     991"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Extremely urbanised";"2018";"    0.60";"    2.62";"     219";"     958"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Extremely urbanised";"2019";"    0.57";"    2.48";"     209";"     907"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Extremely urbanised";"2020";"    0.59";"    1.99";"     215";"     728"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Extremely urbanised";"2021";"    0.61";"    2.12";"     223";"     772"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Strongly urbanised";"2018";"    0.62";"    3.19";"     225";"    1163"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Strongly urbanised";"2019";"    0.59";"    3.15";"     217";"    1149"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Strongly urbanised";"2020";"    0.60";"    2.52";"     221";"     923"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Strongly urbanised";"2021";"    0.61";"    2.78";"     222";"    1016"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Moderately urbanised";"2018";"    0.60";"    3.32";"     218";"    1213"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Moderately urbanised";"2019";"    0.58";"    3.76";"     213";"    1373"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Moderately urbanised";"2020";"    0.59";"    2.69";"     215";"     985"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Moderately urbanised";"2021";"    0.60";"    2.52";"     220";"     921"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Hardly urbanised";"2018";"    0.56";"    3.73";"     204";"    1363"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Hardly urbanised";"2019";"    0.55";"    3.75";"     200";"    1370"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Hardly urbanised";"2020";"    0.55";"    3.09";"     201";"    1132"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Hardly urbanised";"2021";"    0.55";"    3.20";"     202";"    1169"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Not urbanised";"2018";"    0.50";"    3.72";"     182";"    1356"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Not urbanised";"2019";"    0.48";"    3.81";"     176";"    1389"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Not urbanised";"2020";"    0.52";"    3.43";"     191";"    1256"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Total";"Value";"Not urbanised";"2021";"    0.50";"    3.46";"     184";"    1263"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2018";"    0.21";"    1.63";"      77";"     595"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2019";"    0.21";"    1.64";"      78";"     597"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2020";"    0.22";"    1.47";"      80";"     537"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"The Netherlands";"2021";"    0.21";"    1.51";"      78";"     551"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2018";"    0.13";"    1.02";"      47";"     373"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2019";"    0.13";"    0.99";"      49";"     360"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2020";"    0.13";"    0.84";"      48";"     306"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Extremely urbanised";"2021";"    0.13";"    0.90";"      47";"     328"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2018";"    0.21";"    1.53";"      77";"     559"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2019";"    0.21";"    1.51";"      77";"     550"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2020";"    0.22";"    1.38";"      80";"     505"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Strongly urbanised";"2021";"    0.22";"    1.52";"      79";"     556"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2018";"    0.24";"    1.72";"      87";"     626"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2019";"    0.24";"    1.93";"      89";"     703"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2020";"    0.25";"    1.65";"      93";"     604"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Moderately urbanised";"2021";"    0.25";"    1.42";"      91";"     519"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2018";"    0.26";"    2.16";"      95";"     790"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2019";"    0.27";"    2.15";"      99";"     785"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2020";"    0.27";"    1.94";"      98";"     710"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Hardly urbanised";"2021";"    0.28";"    2.01";"     101";"     734"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2018";"    0.26";"    2.22";"      94";"     811"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2019";"    0.25";"    2.15";"      90";"     787"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2020";"    0.28";"    2.19";"     104";"     801"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (driver)";"Value";"Not urbanised";"2021";"    0.25";"    2.27";"      92";"     828"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2018";"    0.06";"    0.69";"      22";"     254"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2019";"    0.06";"    0.75";"      21";"     276"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2020";"    0.05";"    0.52";"      19";"     189"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"The Netherlands";"2021";"    0.05";"    0.54";"      19";"     198"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2018";"    0.04";"    0.41";"      14";"     151"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2019";"    0.04";"    0.54";"      15";"     198"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2020";"    0.04";"    0.38";"      15";"     140"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Extremely urbanised";"2021";"    0.04";"    0.43";"      15";"     155"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2018";"    0.06";"    0.68";"      22";"     249"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2019";"    0.06";"    0.67";"      23";"     245"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2020";"    0.06";"    0.53";"      21";"     194"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Strongly urbanised";"2021";"    0.05";"    0.55";"      19";"     201"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2018";"    0.07";"    0.81";"      26";"     294"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2019";"    0.06";"    0.90";"      22";"     328"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2020";"    0.06";"    0.54";"      23";"     198"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Moderately urbanised";"2021";"    0.05";"    0.48";"      18";"     175"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2018";"    0.07";"    0.89";"      25";"     324"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2019";"    0.07";"    0.85";"      24";"     310"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2020";"    0.05";"    0.54";"      20";"     198"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Hardly urbanised";"2021";"    0.06";"    0.64";"      21";"     234"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2018";"    0.07";"    0.84";"      26";"     307"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2019";"    0.08";"    1.18";"      28";"     431"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2020";"    0.06";"    0.77";"      21";"     284"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Passenger car (passenger)";"Value";"Not urbanised";"2021";"    0.06";"    0.76";"      20";"     278"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"The Netherlands";"2018";"    0.01";"    0.23";"       2";"      86"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"The Netherlands";"2019";"    0.01";"    0.23";"       2";"      85"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"The Netherlands";"2020";"    0.00";"    0.08";"       1";"      31"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"The Netherlands";"2021";"    0.00";"    0.10";"       1";"      35"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Extremely urbanised";"2018";"    0.01";"    0.35";"       3";"     129"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Extremely urbanised";"2019";"    0.01";"    0.20";"       2";"      73"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Extremely urbanised";"2020";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Extremely urbanised";"2021";"    0.00";"    0.09";"       1";"      34"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Strongly urbanised";"2018";"    0.00";"    0.23";"       2";"      85"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Strongly urbanised";"2019";"    0.01";"    0.32";"       2";"     117"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Strongly urbanised";"2020";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Strongly urbanised";"2021";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Moderately urbanised";"2018";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Moderately urbanised";"2019";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Moderately urbanised";"2021";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Hardly urbanised";"2018";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Hardly urbanised";"2019";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Hardly urbanised";"2020";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Hardly urbanised";"2021";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Not urbanised";"2018";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Train";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"The Netherlands";"2018";"    0.01";"    0.11";"       5";"      39"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"The Netherlands";"2019";"    0.01";"    0.09";"       4";"      34"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"The Netherlands";"2020";"    0.01";"    0.04";"       2";"      16"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"The Netherlands";"2021";"    0.01";"    0.06";"       2";"      21"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Extremely urbanised";"2018";"    0.03";"    0.19";"      12";"      69"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Extremely urbanised";"2019";"    0.03";"    0.19";"      11";"      70"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Extremely urbanised";"2020";"    0.02";"    0.10";"       6";"      35"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Extremely urbanised";"2021";"    0.02";"    0.10";"       6";"      36"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Strongly urbanised";"2018";"    0.01";"    0.09";"       4";"      35"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Strongly urbanised";"2019";"    0.01";"    0.08";"       3";"      28"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Strongly urbanised";"2020";"    0.01";"    0.04";"       2";"      13"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Strongly urbanised";"2021";"    0.01";"       .";"       2";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Moderately urbanised";"2018";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Moderately urbanised";"2019";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Moderately urbanised";"2020";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Moderately urbanised";"2021";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Hardly urbanised";"2018";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Hardly urbanised";"2019";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Hardly urbanised";"2020";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Hardly urbanised";"2021";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Not urbanised";"2018";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Not urbanised";"2019";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Not urbanised";"2020";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bus/metro";"Value";"Not urbanised";"2021";"       .";"       .";"       .";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"The Netherlands";"2018";"    0.17";"    0.37";"      63";"     133"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"The Netherlands";"2019";"    0.16";"    0.35";"      60";"     127"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"The Netherlands";"2020";"    0.16";"    0.33";"      59";"     120"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"The Netherlands";"2021";"    0.15";"    0.31";"      56";"     114"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Extremely urbanised";"2018";"    0.19";"    0.37";"      68";"     137"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Extremely urbanised";"2019";"    0.18";"    0.36";"      65";"     132"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Extremely urbanised";"2020";"    0.17";"    0.34";"      63";"     124"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Extremely urbanised";"2021";"    0.16";"    0.33";"      59";"     119"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Strongly urbanised";"2018";"    0.19";"    0.42";"      70";"     152"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Strongly urbanised";"2019";"    0.18";"    0.39";"      67";"     143"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Strongly urbanised";"2020";"    0.18";"    0.34";"      65";"     126"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Strongly urbanised";"2021";"    0.16";"    0.34";"      60";"     124"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Moderately urbanised";"2018";"    0.18";"    0.38";"      65";"     138"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Moderately urbanised";"2019";"    0.18";"    0.37";"      65";"     134"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Moderately urbanised";"2020";"    0.16";"    0.34";"      60";"     123"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Moderately urbanised";"2021";"    0.17";"    0.33";"      63";"     120"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Hardly urbanised";"2018";"    0.15";"    0.32";"      54";"     115"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Hardly urbanised";"2019";"    0.13";"    0.29";"      48";"     107"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Hardly urbanised";"2020";"    0.14";"    0.30";"      52";"     110"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Hardly urbanised";"2021";"    0.13";"    0.26";"      46";"      96"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2018";"    0.11";"    0.26";"      40";"      94"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2019";"    0.10";"    0.24";"      38";"      89"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2020";"    0.12";"    0.28";"      43";"     101"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Bike";"Value";"Not urbanised";"2021";"    0.12";"    0.27";"      42";"      98"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2018";"    0.11";"    0.11";"      42";"      40"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2019";"    0.10";"    0.10";"      38";"      35"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2020";"    0.13";"    0.11";"      47";"      39"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"The Netherlands";"2021";"    0.15";"    0.13";"      54";"      47"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2018";"    0.19";"    0.19";"      70";"      68"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2019";"    0.17";"    0.16";"      63";"      58"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2020";"    0.21";"    0.18";"      78";"      67"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Extremely urbanised";"2021";"    0.24";"    0.21";"      89";"      77"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2018";"    0.12";"    0.12";"      44";"      43"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2019";"    0.11";"    0.10";"      40";"      38"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2020";"    0.13";"    0.11";"      49";"      40"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Strongly urbanised";"2021";"    0.15";"    0.13";"      55";"      49"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2018";"    0.09";"    0.08";"      32";"      28"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2019";"    0.08";"    0.07";"      30";"      25"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2020";"    0.09";"    0.07";"      35";"      27"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Moderately urbanised";"2021";"    0.11";"    0.09";"      42";"      35"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2018";"    0.06";"    0.06";"      24";"      21"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2019";"    0.06";"    0.06";"      21";"      20"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2020";"    0.07";"    0.06";"      27";"      23"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Hardly urbanised";"2021";"    0.08";"    0.07";"      30";"      26"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2018";"    0.04";"       .";"      16";"       ."
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2019";"    0.04";"    0.04";"      16";"      14"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2020";"    0.05";"    0.04";"      19";"      15"
"Shopping, groceries, funshopping.";"Population: 12 years or older";"Walking";"Value";"Not urbanised";"2021";"    0.06";"    0.05";"      22";"      18"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"The Netherlands";"2018";"    0.15";"    2.04";"      55";"     744"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"The Netherlands";"2019";"    0.15";"    2.01";"      53";"     734"
"Attending education/courses";"Population: 12 years or older";"Total";"Value";"The Netherlands";"2020";"    0.08";"    0.95";"      30";"     346"
